NAME,yyyymmddhh,PS01,TX01,TX05,RH01,RH02,WD01,WD02,PP01,PP02,RI,RI_pre
WP24,1991100700,1001.4,22.2,15.8,67,17.9,1.9,22.5,0,0,50,30
WP25,1991102118,1006.1,24.9,20.3,76,23.8,2.1,337.5,0,0,30,50
WP25,1991102200,1007.1,21.2,19.1,88,22.1,0,0,0,0,40,55
WP25,1991102206,1007.1,21.1,19.7,92,22.9,0.6,337.5,0,0,50,55
WP25,1991102212,1006.5,27.7,20.4,65,24,1.1,270,0,0,55,45
WP25,1991102218,1005.4,24.3,18.9,72,21.8,1.7,360,0,0,55,35
WP26,1991110200,1007,18.9,14.3,75,16.3,0.3,112.5,0,0,35,55
WP26,1991110206,1006.5,18.3,13.7,75,15.7,0.6,22.5,0,0,45,55
WP26,1991110212,1005.2,24.7,15.3,56,17.4,0.4,999.9,0,0,55,40
WP30,1991112400,1009.2,21.2,19.1,88,22.1,0.1,0,0,0,30,40
WP30,1991112406,1009.7,21.4,18,81,20.6,0.9,45,0,0,35,40
WP30,1991112412,1009.7,25.7,18,62,20.6,2.9,360,0,0,40,40
WP30,1991112418,1009.7,21.1,15.6,71,17.7,1.7,360,0,0,40,35
WP30,1991112500,1011.3,18.5,14.4,77,16.4,1.8,22.5,0,0,40,30
WP30,1991112506,1010.9,17.3,14.3,83,16.3,0.4,315,0,0,35,30
WP30,1991112512,1010.6,25.8,16.9,58,19.2,2.2,315,0,0,30,30
WP30,1991112518,1011.4,19.9,16.5,81,18.8,2.1,360,0.1,1,30,30
WP02,1992062406,994.2,26.1,23,83,28.1,0.9,90,0,0,30,30
WP02,1992062412,994.4,33.3,23.4,56,28.8,1.9,247.5,0,0,30,30
WP02,1992062418,994.4,29.4,24.2,74,30.2,1.5,337.5,0,0,30,30
WP02,1992062500,994.5,26.9,23.3,81,28.6,1.6,67.5,0,0,30,40
WP02,1992062506,994.5,25.5,22.5,84,27.2,0.1,0,0,0,30,45
WP02,1992062512,994.3,32.7,25,64,31.7,3.3,337.5,0,0,40,35
WP05,1992070912,1000.9,32.8,23.2,57,28.4,2.2,225,0,0,30,30
WP09,1992080218,998,30.8,22.6,62,27.4,1.1,292.5,0,0,30,30
WP10,1992080312,999.8,32.2,23.7,61,29.3,1,202.5,0,0,30,35
WP10,1992080318,998.8,31.2,23.2,63,28.4,1.5,22.5,0,0,35,45
WP10,1992080400,999.8,26.7,24,85,29.8,0.7,112.5,0,0,35,45
WP10,1992080406,1000.9,25.9,23.6,87,29.1,0.6,90,0,0,45,40
WP10,1992080412,1000.2,31.5,24,65,29.8,1.2,247.5,0,0,45,35
WP15,1992082706,992.3,26.4,24.3,88,30.4,0,0,0,0,30,35
WP15,1992082712,990.6,32.4,23.8,61,29.5,2,360,0,0,40,35
WP23,1992100900,1005.9,21.9,17.7,77,20.2,2.3,22.5,0,0,30,40
WP23,1992100906,1005.1,20.6,17.3,81,19.7,1.1,67.5,0,0,35,45
WP23,1992100912,1004,29.6,19.3,54,22.4,0.7,270,0,0,40,45
WP23,1992100918,1003.5,24.4,18.1,68,20.8,2.6,360,0,0,45,35
WP23,1992101212,999.9,30.1,19.7,54,22.9,3.3,337.5,0,0,40,30
WP28,1992110218,1007.3,22.3,16.3,69,18.5,1.5,337.5,0,0,30,30
WP30,1992111800,1006.5,21,19.7,92,22.9,0.2,0,0,0,30,35
WP30,1992111806,1006.9,20.1,19.4,96,22.5,0.2,0,0,0,35,35
WP30,1992111812,1006.2,24.9,19.5,72,22.7,1,337.5,0,0,35,35
WP32,1992111718,1005.5,21.9,19.8,88,23.1,1.2,360,0,0,30,35
WP32,1992111800,1006.5,21,19.7,92,22.9,0.2,0,0,0,30,30
WP32,1992111812,1006.2,24.9,19.5,72,22.7,1,337.5,0,0,30,30
WP06,1993062206,998,27.5,23.4,78,28.8,0.9,225,0,0,35,50
WP06,1993062212,996.7,33.7,23.8,56,29.5,2.7,247.5,0,0,45,50
WP06,1993062218,996.1,31.2,24.3,67,30.4,3,202.5,0,0,50,40
WP13,1993080600,998,27.4,23.4,79,28.8,0.8,157.5,0,0,35,35
WP19,1993083100,1001.5,25.2,18.8,68,21.7,1.8,67.5,0,0,30,40
WP19,1993083106,1000.9,24.4,20.6,79,24.3,0.3,22.5,0,0,35,40
WP19,1993083112,999.3,31.4,19.4,49,22.5,3.3,337.5,0,0,40,40
WP19,1993083118,997.6,29.3,22.3,66,26.9,2.6,360,0,0,40,40
WP19,1993090100,999,25.9,22.1,80,26.6,0.4,180,0,0,40,30
WP23,1993092318,999.2,27.9,22.7,73,27.6,1.9,360,0,0,30,45
WP23,1993092400,1000.6,25.8,22.9,84,27.9,0.5,112.5,0,0,40,40
WP23,1993092406,1000.3,24.5,22.2,87,26.8,0.3,112.5,0,0,45,35
WP24,1993092406,1000.3,24.5,22.2,87,26.8,0.3,112.5,0,0,30,35
WP24,1993092412,1000,30.3,21.9,61,26.3,1.5,292.5,0,0,35,30
WP25,1993093012,1001.2,30.8,23.2,64,28.4,4,360,0,0,30,30
WP25,1993093018,999.8,25.8,20.8,74,24.6,2.5,360,0,0,30,35
WP30,1993102906,1008.5,20.8,19.4,92,22.5,0,0,0,0,35,40
WP30,1993102912,1007.8,29.2,21.3,62,25.3,3.5,360,0,0,40,40
WP30,1993102918,1006.8,24.5,19.6,74,22.8,3.3,360,0,0,40,40
WP30,1993103000,1008.8,23.4,17.6,70,20.1,2.7,360,0,0,40,35
WP34,1993112200,1009.3,15.4,9.7,69,12,3.1,22.5,0,0,35,30
WP35,1993120706,1008.3,16.9,11.1,69,13.2,1.4,360,0,0,30,40
WP35,1993120712,1007.2,24.4,12.1,46,14.1,2.7,337.5,0,0,45,30
WP36,1993120812,1007.3,24.7,12.9,48,14.9,1.1,270,0,0,40,35
WP08,1994070712,995.5,31.4,24.7,68,31.1,2.5,360,0,0,30,45
WP08,1994070718,993.2,31.3,25.2,70,32.1,1.7,292.5,0,0,35,50
WP08,1994070800,996,27.3,25.6,90,32.8,1.9,247.5,0,0,45,50
WP08,1994070806,996,26.5,24.4,88,30.6,1.4,67.5,0,0,50,45
WP08,1994070812,995.1,33.6,23.4,55,28.8,1.9,202.5,0,0,50,30
WP10,1994071718,994.2,29.6,24.5,74,30.7,2.3,337.5,0,0,30,50
WP10,1994071800,997.3,25,24.2,95,30.2,0.7,112.5,0,0,35,40
WP10,1994071806,996.1,24.1,23.3,95,28.6,0.4,112.5,0,0,50,30
WP17,1994080218,990.6,31.7,25.3,69,32.2,2,247.5,0,0,30,40
WP17,1994080300,991.8,28.2,25.6,86,32.8,0.7,135,0,0,35,40
WP17,1994080306,990.3,28.1,25.7,87,33,0,0,0,0,40,40
WP17,1994080312,988.6,29.9,24.9,75,31.5,1.7,247.5,0,0,40,40
WP17,1994080318,983.2,27.8,25.7,88,33,1.5,225,1.7,0.8,40,40
WP17,1994080400,987,25.5,24.2,93,30.2,0.9,45,0.1,1,40,35
WP17,1994080406,989.4,25,23.8,93,29.5,0.6,225,0.1,1,40,35
WP20,1994083012,999.4,32.7,21.4,52,25.5,2.4,337.5,0,0,30,40
WP20,1994083018,998.8,30,21.9,62,26.3,2,225,0,0,35,30
WP28,1994092218,999.8,27.7,23.2,77,28.4,2.4,360,0,0,30,40
WP28,1994092300,1001.3,24.9,21.5,81,25.6,1.7,360,0,0,35,30
WP29,1994092112,1000.9,31.4,21.5,56,25.6,2.5,270,0,0,30,40
WP29,1994092118,999.9,28.1,21.1,66,25,2.3,247.5,0,0,35,35
WP32,1994100606,1005.6,21.5,19.8,90,23.1,0.6,135,0,0,30,35
WP35,1994102106,1007.5,18.9,11,60,13.1,4.5,22.5,0,0,30,40
WP35,1994102112,1006.2,22.7,9.3,42,11.7,4.1,360,0,0,35,40
WP35,1994102118,1005.6,18.4,9,54,11.5,3.8,22.5,0,0,40,40
WP35,1994102200,1006.6,17.3,7.3,52,10.2,1.9,22.5,0,0,40,35
WP35,1994102206,1007.5,17.6,8.7,56,11.2,2.6,22.5,0,0,40,30
WP37,1994110300,1010.1,19,16,83,18.2,0.8,67.5,0,0,35,30
WP12,1995082806,998.7,26.2,23.7,86,29.3,0.7,157.5,0,0,30,50
WP12,1995082812,998.5,31.7,24.2,65,30.2,1.8,247.5,0,0,55,40
WP17,1995091212,1001.9,32.6,23.4,58,28.8,2.8,292.5,0,0,30,30
WP17,1995091300,1002.3,26.3,23.7,86,29.3,0.3,180,0,0,30,45
WP17,1995091306,1001.1,25.3,22.9,87,27.9,0.4,135,0,0,35,50
WP17,1995091312,999.7,32,24,63,29.8,1.9,337.5,0,0,45,50
WP17,1995091318,999,27.9,22.4,72,27.1,2.3,157.5,0,0,50,50
WP17,1995091400,999.5,26.3,22.9,82,27.9,0.7,202.5,0,0,50,30
WP18,1995091706,999.7,24.6,15.2,56,17.3,1.5,360,0,0,35,30
WP19,1995091906,1000.7,22.1,18.1,78,20.8,1.5,90,0,0,30,30
WP19,1995091912,999.3,30.8,17.9,46,20.5,1.9,315,0,0,30,30
WP20,1995092812,1002,32.5,21,51,24.9,2,292.5,0,0,30,45
WP20,1995092818,1001.1,28.9,21.5,64,25.6,1.4,337.5,0,0,35,35
WP20,1995092900,1001.9,25.6,22.1,81,26.6,0.9,180,0,0,45,30
WP26,1995101618,1002.5,25.9,18.3,63,21,2.1,360,0,0,30,45
WP26,1995101700,1003.7,22.9,17.9,73,20.5,0.8,337.5,0,0,30,45
WP26,1995101706,1004.1,22.2,18.4,79,21.2,0.7,360,0,0,45,45
WP26,1995101712,1003.9,30.2,19.6,53,22.8,2.2,360,0,0,45,45
WP26,1995101718,1003.3,25.1,17.9,64,20.5,2.6,337.5,0,0,45,40
WP26,1995101800,1004.6,22.1,17.9,77,20.5,1.4,315,0,0,45,40
WP26,1995101806,1004,20.5,18.3,87,21,0.4,90,0,0,40,30
WP28,1995102700,1004.8,22.7,18.7,78,21.6,1.4,337.5,0,0,35,40
WP28,1995102706,1004.7,22.3,18,77,20.6,2,22.5,0,0,40,30
WP28,1995102906,1002.3,20.5,17.6,83,20.1,0.4,337.5,0,0,35,45
WP28,1995102912,1001.6,29.1,19.3,56,22.4,2.8,337.5,0,0,50,30
WP29,1995103012,1000.8,29.6,21.5,62,25.6,2.5,337.5,0,0,30,65
WP29,1995103018,1000.1,24.6,20.8,79,24.6,2.7,337.5,0,0,45,65
WP29,1995103100,1002.3,23.1,20.3,84,23.8,1.1,337.5,0,0,65,40
WP04,1996051212,1001.9,27.3,19.4,62,22.5,3.5,360,0,0,30,50
WP04,1996051218,1000.7,25.8,16.7,57,19,1.6,337.5,0,0,45,40
WP04,1996051300,1002.3,21.4,16.5,74,18.8,0,0,0,0,50,30
WP07,1996071312,1001.5,33,23.6,58,29.1,2.4,270,0,0,30,30
WP07,1996071318,1000.5,30.7,22.3,61,26.9,2.3,225,0,0,30,40
WP07,1996071400,1002.4,28,21.5,68,25.6,1,157.5,0,0,30,50
WP07,1996071406,1001.7,26.3,21.9,77,26.3,0.2,0,0,0,40,65
WP07,1996071412,1000.7,35.1,22.3,48,26.9,2.5,247.5,0,0,50,65
WP07,1996071418,1000.3,31.1,24.3,67,30.4,1.5,247.5,0,0,65,45
WP08,1996072206,997.6,28.7,25,80,31.7,1.2,67.5,0,0,35,40
WP08,1996072212,996.2,35,25.1,57,31.9,2.8,337.5,0,0,45,30
WP10,1996072412,993.5,34.8,25.5,59,32.6,1.9,999.9,0,0,30,30
WP10,1996072418,990.8,33.3,25.7,65,33,1.3,225,0,0,30,30
WP10,1996072506,990,28,25.2,85,32.1,0.6,157.5,0,0,30,30
WP10,1996072518,985.6,30.1,27.1,84,35.9,1.4,202.5,0.1,1,30,30
WP10,1996072600,983.8,27.4,24.9,86,31.5,0.8,112.5,0,0,30,35
WP19,1996082400,999.1,23.9,23.1,95,28.3,0.1,0,0,0,45,40
WP19,1996082406,997.3,22.9,21.8,94,26.1,1.1,90,0,0,50,35
WP23,1996090506,1000.5,25.4,23.4,89,28.8,0,0,0,0,35,40
WP23,1996090512,1000.3,30.8,23.3,64,28.6,1.6,292.5,0,0,40,40
WP23,1996090518,999.2,27.3,23.3,79,28.6,2.2,247.5,0,0,40,35
WP23,1996090600,999.6,25.3,23.8,91,29.5,0.2,0,0,0,40,40
WP23,1996090606,998.8,24.4,22.8,91,27.8,0.4,67.5,0,0,35,60
WP23,1996090612,998.4,31.2,23,62,28.1,1.5,270,0,0,40,50
WP23,1996090618,998.3,24.4,23.3,94,28.6,1,157.5,2.7,1,60,40
WP26,1996091206,995.3,25.8,22.4,82,27.1,1.4,90,0,0,30,40
WP26,1996091212,995.9,32.6,24.4,62,30.6,3.1,247.5,0,0,40,35
WP29,1996092412,1001.3,32.1,23.2,59,28.4,1,225,0,0,35,45
WP29,1996092418,1001.5,26.6,23.9,85,29.7,0.9,135,0.2,0.8,40,50
WP29,1996092500,1002.1,25.2,22.1,83,26.6,0.8,67.5,0,0,45,30
WP33,1996102206,1002.2,24.3,21.9,86,26.3,0.8,360,0,0,30,40
WP33,1996102212,1001.5,29.2,21.1,62,25,1.3,999.9,0,0,35,40
WP36,1996110806,1001.6,22.7,20,85,23.4,0.5,157.5,0,0,40,40
WP06,1997052812,995.1,30.3,21.7,60,26,1.8,315,0,0,35,35
WP07,1997060712,1003,25.3,24.4,95,30.6,0.2,0,1.8,1,30,45
WP07,1997060718,1002.1,26.3,23.9,87,29.7,1.9,157.5,0,0.1,40,45
WP07,1997060800,1002.7,26.2,22.6,81,27.4,1.4,157.5,0,0,45,50
WP07,1997060806,1001.9,25.1,22.3,84,26.9,0.6,247.5,0,0,45,50
WP07,1997060812,1001.6,31.2,25.4,71,32.4,2.2,225,0.2,0.3,50,40
WP07,1997060818,1000.2,28.8,24.9,80,31.5,2.2,202.5,0,0,50,35
WP08,1997061600,1001.9,22.5,22,97,26.4,0.5,315,0.2,1,30,45
WP08,1997061606,1001.7,22.7,22.3,98,26.9,0.5,315,2.3,1,35,35
WP10,1997072000,1001.6,25.6,23.5,88,29,0.8,90,0,0,30,30
WP10,1997072006,1000.1,23.7,21.6,88,25.8,0,0,0,0,35,30
WP10,1997072012,1000.2,31.4,23.9,65,29.7,2.7,360,0,0,30,30
WP10,1997072018,999.2,28.8,20.8,62,24.6,0.7,90,0,0,30,35
WP10,1997072100,1000.4,26,22,79,26.4,1.3,90,0,0,30,55
WP10,1997072106,1000.5,25.1,21.5,80,25.6,0.6,90,0,0,35,50
WP10,1997072112,999.9,33,23.7,58,29.3,2.6,360,0,0,55,40
WP14,1997080900,997.3,26.4,22.8,81,27.8,1.5,180,0,0,35,40
WP14,1997080906,997.6,26.9,22.7,78,27.6,2.1,202.5,0,0,40,40
WP14,1997080912,999.3,25.3,24.5,95,30.7,2.2,180,19.3,1,40,35
WP14,1997080918,998.5,25.9,24.7,93,31.1,1.3,135,3.5,0.8,40,30
WP14,1997081000,998.6,26.2,23.3,84,28.6,0.9,202.5,0,0,35,30
WP14,1997081006,999.6,24.5,23.2,92,28.4,2.6,202.5,3.7,0.7,30,30
WP14,1997081012,1000.1,27.4,24.9,86,31.5,2.1,180,0,0.3,30,40
WP14,1997081018,998.7,28.4,24.1,78,30,2.2,202.5,0,0,30,35
WP19,1997083006,993.9,25.2,23.5,90,29,0.6,67.5,0,0,30,40
WP19,1997083012,996,31.1,24.9,70,31.5,0.7,157.5,0,0,35,45
WP19,1997083018,997.9,27.2,23.4,80,28.8,2.8,202.5,0,0,40,45
WP19,1997083100,999.1,26.4,23,82,28.1,0.5,157.5,0,0,45,35
WP24,1997092512,1003.7,31,21.3,56,25.3,1.8,270,0,0,50,70
WP24,1997092518,1003.9,27.8,19.6,61,22.8,1.7,337.5,0,0,55,60
WP24,1997092600,1005.1,24.4,21.3,83,25.3,0.8,112.5,0,0,70,30
WP27,1997101506,1003.2,23.7,22.1,91,26.6,0.4,90,0,0,30,40
WP27,1997101512,1003.8,31.8,21.6,55,25.8,1.2,225,0,0,35,55
WP27,1997101518,1003.5,27,22.8,78,27.8,2.2,360,0,0,40,50
WP27,1997101600,1005.6,24.5,22.2,87,26.8,0.6,90,0,0,55,50
WP27,1997101606,1005.4,22.5,20.5,88,24.1,0.7,112.5,0,0,50,40
WP28,1997101500,1004.4,24.5,22.3,88,26.9,0,0,0,0,40,65
WP28,1997101506,1003.2,23.7,22.1,91,26.6,0.4,90,0,0,55,55
WP28,1997101512,1003.8,31.8,21.6,55,25.8,1.2,225,0,0,65,50
WP28,1997101518,1003.5,27,22.8,78,27.8,2.2,360,0,0,55,55
WP28,1997101600,1005.6,24.5,22.2,87,26.8,0.6,90,0,0,50,35
WP28,1997101606,1005.4,22.5,20.5,88,24.1,0.7,112.5,0,0,55,35
WP29,1997102912,1008.9,23.6,20.1,81,23.5,2.6,337.5,0,0,30,50
WP29,1997102918,1008.1,23,19.6,81,22.8,1.9,360,0,0,40,50
WP29,1997103000,1008.3,21.8,18.7,83,21.6,1.9,22.5,0,0,50,50
WP29,1997103006,1008.1,20.8,17.7,82,20.2,2.5,360,0,0,50,45
WP29,1997103012,1007.9,26.6,17.7,58,20.2,3.2,22.5,0,0,50,40
WP29,1997103018,1007.2,21,15.8,72,17.9,3.1,360,0,0,45,35
WP29,1997103100,1008.8,20.1,14.2,69,16.2,2,360,0,0,40,30
WP04,1998080212,999.2,32.6,25.2,65,32.1,2.6,247.5,0,0,30,55
WP04,1998080218,998.1,30.8,23.5,65,28.9,0.8,67.5,0,0,45,45
WP04,1998080300,1000.3,28.3,24.3,79,30.4,0.8,112.5,0,0,55,35
WP06,1998082506,999.6,26.9,22.2,75,26.8,0.4,135,0,0,30,30
WP10,1998091512,995.1,31.9,25,67,31.7,0.5,270,0,0,30,75
WP10,1998091518,994,29.8,24.3,72,30.4,1.2,315,0,0,50,80
WP10,1998091600,996.7,27.2,24.8,87,31.3,0.6,112.5,0,0,75,65
WP10,1998091606,996.6,25.4,23.2,88,28.4,0.8,90,0,0,80,40
WP11,1998091706,998.3,24.9,17.9,65,20.5,3.3,22.5,0,0,35,40
WP11,1998091712,997.5,31.2,20.1,52,23.5,3.2,360,0,0,35,30
WP14,1998092706,998,26,22.3,80,26.9,1.6,22.5,0,0,35,30
WP18,1998101018,1003.1,28.8,23.5,73,28.9,0.8,292.5,0,0,30,45
WP18,1998101100,1004.3,26.2,24.3,89,30.4,1,180,0,0,40,50
WP18,1998101106,1003.6,24.3,22.4,89,27.1,1,90,0,0,45,50
WP18,1998101112,1004.4,32.5,23.1,58,28.3,1.2,270,0,0,50,50
WP18,1998101118,1004.4,28.3,23.8,77,29.5,2.3,337.5,0,0,50,50
WP18,1998101200,1005.7,26.7,24.1,86,30,0.9,247.5,0,0,50,45
WP18,1998101206,1005.3,25.4,23.8,91,29.5,0.6,157.5,0,0,50,30
WP20,1998101900,1003,21.9,18.5,81,21.3,1.1,225,0,0,50,70
WP20,1998101906,1003.3,21.2,19.1,88,22.1,0.3,180,0,0,60,60
WP05,1999042818,1000.2,24.5,16.4,61,18.6,2.2,360,0,0,30,55
WP05,1999042900,1003.5,21.3,16.2,73,18.4,0,0,0,0,45,50
WP05,1999042906,1003.1,19.8,15.1,74,17.2,2.3,315,0,0,55,45
WP05,1999042912,1002.1,26.5,16.1,53,18.3,3.1,337.5,0,0,50,30
WP19,1999082412,1003.3,32.6,23.4,58,28.8,1.6,360,0,0,45,40
WP24,1999091900,997.8,26.5,23.4,83,28.8,0.3,135,0,0,30,45
WP24,1999091906,997.4,24.7,22.7,89,27.6,0.9,90,0,0,40,55
WP24,1999091912,996.7,31,23.7,65,29.3,1.9,337.5,0,0,45,45
WP24,1999091918,996.2,28.8,23.3,72,28.6,1.9,360,0,0,55,35
WP24,1999092000,997.1,26.8,23.5,82,28.9,0.3,112.5,0,0,45,35
WP24,1999092006,996.9,25.4,22.6,85,27.4,0.7,45,0,0,35,30
WP24,1999092018,994.2,27.8,21.9,70,26.3,3.9,45,0,0,30,30
WP26,1999100306,1003.6,22.1,20.3,90,23.8,0.9,90,0,0,30,35
WP26,1999100312,1003.3,31,23.1,63,28.3,1.4,315,0,0,35,50
WP26,1999100318,1002,26.8,20.9,70,24.7,3.1,360,0,0,35,45
WP26,1999100400,1004.4,24.6,19.7,74,22.9,1.6,22.5,0,0,50,30
WP01,2000050600,1003.3,23,21.2,90,25.2,0.5,130,0,0,30,30
WP01,2000050718,999.7,26.7,20.2,68,23.7,1.6,350,0,0,30,55
WP01,2000050800,1001.1,23,20.6,86,24.3,0.2,0,0,0,40,65
WP01,2000050806,1001.4,22.1,20.3,90,23.8,0.8,80,0,0,55,50
WP01,2000050812,1000.7,28.4,19.8,60,23.1,2,310,0,0,65,40
WP05,2000070218,995.5,30.2,24.8,73,31.3,1.8,330,0,0,30,55
WP05,2000070300,996.4,26.8,22.6,78,27.4,0.4,110,0,0,35,60
WP05,2000070306,995,25.5,22,81,26.4,0.5,120,0,0,55,50
WP05,2000070312,993.9,32.1,24.5,64,30.7,2,320,0,0,60,40
WP06,2000070506,991,26.8,24.1,85,30,0.5,150,0,0,30,30
WP13,2000080100,997.4,24.7,24,96,29.8,0.8,170,0,0,70,60
WP13,2000080106,996.7,24.5,23.9,96,29.7,0.1,0,0,0,70,45
WP15,2000081400,997.8,24.7,22.2,86,26.8,0.3,120,0,0,30,30
WP18,2000081800,1000,26.9,23.8,83,29.5,0.8,160,0,0,30,30
WP18,2000081806,999.4,25.7,24,90,29.8,0.3,130,0,0,30,30
WP18,2000081912,997.8,32.8,24.2,61,30.2,2,210,0,0,35,40
WP18,2000081918,995.6,30.2,24,70,29.8,1.8,250,0,0,40,50
WP18,2000082000,996.7,28.5,24.4,79,30.6,1.6,190,0,0,40,45
WP18,2000082006,996.8,27.3,24.6,85,30.9,0.4,150,0,0,50,35
WP22,2000090300,996.4,26.5,24.4,88,30.6,0.5,120,0,0,30,30
WP22,2000090818,996.6,28.5,21.9,68,26.3,3,20,0,0,35,30
WP22,2000090900,998.3,25.6,20.2,72,23.7,1.5,10,0,0,30,40
WP23,2000090600,994.1,27.7,24.7,84,31.1,1.3,210,0,0,35,30
WP26,2000091818,1000.8,28.7,18,52,20.6,1.3,350,0,0,35,35
WP26,2000091900,1002.1,25,19.5,72,22.7,0.3,140,0,0,30,40
WP26,2000091906,1002.9,24.1,19.1,74,22.1,0.7,70,0,0,35,35
WP26,2000091912,1002.9,31.9,15.7,38,17.8,1.7,260,0,0,40,35
WP26,2000091918,1002,28.6,20.2,60,23.7,1.1,350,0,0,35,30
WP29,2000102312,1001.1,30,23.7,69,29.3,2.9,350,0,0,40,40
WP29,2000102318,1000.3,27.6,23.6,79,29.1,1.9,10,0,0,45,35
WP30,2000102900,1002.5,23,20.8,87,24.6,0.8,160,0,0,35,35
WP31,2000103118,991.8,23.4,22.1,92,26.6,2.3,20,5.5,1,30,40
WP31,2000110106,987.3,19,16.2,84,18.4,10.1,20,3.5,1,40,30
WP06,2001070118,997.8,30.9,23.9,66,29.7,3,330,0,0,30,30
WP10,2001072300,999.9,28.6,25.7,84,33,0.9,150,0,0,30,50
WP10,2001072306,998.1,26.8,24.9,89,31.5,1.9,330,0,0,40,50
WP10,2001072312,994.7,32,25.4,68,32.4,3.5,340,0,0,50,30
WP11,2001072612,998.6,29.4,24.7,76,31.1,2.8,340,0,0,30,35
WP11,2001072618,997.8,29,23.4,72,28.8,2.7,330,0,0,40,40
WP11,2001072700,999.7,25,24.2,95,30.2,0.7,60,0,0,35,35
WP12,2001080212,997.5,30.6,25.1,73,31.9,2.5,320,0,0,30,40
WP12,2001080218,997.9,27.6,25.7,89,33,1.4,210,0.1,0.5,35,45
WP12,2001080300,1000.1,26.9,24.5,87,30.7,0.4,90,0,0,40,45
WP12,2001080306,998.8,25.4,24,92,29.8,0.3,90,0,0,45,35
WP16,2001082700,992.8,29.2,23.1,70,28.3,1.5,230,0,0,30,50
WP16,2001082706,990.8,28.4,25.1,82,31.9,2,190,0,0,40,55
WP16,2001082712,990.6,32.1,25.5,68,32.6,1.9,240,0,0,50,55
WP16,2001082718,989.2,31.8,25.5,69,32.6,1.6,210,0,0,55,45
WP16,2001082800,991.4,28.5,25.3,83,32.2,2.1,200,0,0,55,35
WP19,2001090312,996.9,31.1,24.9,70,31.5,1.2,260,0,0,30,35
WP19,2001090318,996.6,26.3,25.3,94,32.2,0.6,240,0.1,1,30,30
WP23,2001092218,997,28,19.6,60,22.8,2.2,20,0,0,30,30
WP24,2001100318,1002.7,25.9,21.2,75,25.2,2.3,360,0,0,30,35
WP24,2001100400,1003.7,25.1,21.9,82,26.3,0.5,180,0,0,30,55
WP24,2001100406,1003.2,23.6,21.6,89,25.8,0.2,0,0,0,35,45
