Alishan,A,6,Adam,tanh,0.0001,16,100,90,100
Alishan,A,12,Adam,tanh,0.1,256,25,,
Alishan,A,18,Adagrad,tanh,0.1,256,40,25,20
Alishan,A,24,Adagrad,tanh,0.1,32,15,10,
