Taichung,C,6,Adam,tanh,0.0001,16,40,55,95,80
Taichung,C,12,Adam,tanh,0.1,16,45,,,
Taichung,C,18,Adagrad,tanh,0.1,16,15,,,
Taichung,C,24,Adagrad,tanh,0.1,32,15,,,
