Taipei,T,6,Adam,tanh,0.0001,16,75,
Taipei,T,12,Adam,tanh,0.1,512,20,
Taipei,T,18,Adam,tanh,0.001,16,15,10
Taipei,T,24,Adagrad,tanh,0.1,16,10,
